CensusTract,State,County,POP2010,LALOWI1_20,LILATracts_Vehicle,TractKids,TractSeniors,TractHUNV,TractSNAP,GEOID,INTPTLAT,INTPTLON,ALAND_miles
48491020406,Texas,Williamson,6250,472.49,1,1026,291,200,156,48491020406,+30.4526649,-097.7704276,1.067211796834
48491020504,Texas,Williamson,8362,393.43,0,1979,330,136,694,48491020504,+30.4746134,-097.6955450,3.564879766
48491021000,Texas,Williamson,3425,2093.59,0,937,289,88,349,48491021000,+30.5591891,-097.4000892,7.841809998706
48491021100,Texas,Williamson,2628,1163.22,0,775,273,39,131,48491021100,+30.5704375,-097.4218828,0.902190257626
48491021203,Texas,Williamson,2597,700.14,0,631,419,108,283,48491021203,+30.5974540,-097.4051058,4.420677551714
48491021403,Texas,Williamson,3284,1258.32,0,957,311,39,93,48491021403,+30.6031616,-097.6736483,6.086304205124
48491021502,Texas,Williamson,4911,2355.37,0,1608,180,21,267,48491021502,+30.5334614,-097.6781098,0.774414820052
48491021503,Texas,Williamson,4198,746.27,0,1201,306,92,238,48491021503,+30.5230377,-097.6794486,1.16922882558
48497150200,Texas,Wise,6225,735.52,0,1713,932,78,320,48497150200,+33.2502413,-097.5821369,20.546069665996
48497150500,Texas,Wise,5950,548.86,0,1906,548,87,284,48497150500,+33.2063778,-097.7320764,13.370737742732
48499950200,Texas,Wood,3154,259.99,0,684,662,115,107,48499950200,+32.9445717,-095.2792143,9.93270754171
48499950700,Texas,Wood,5082,2031.84,0,1161,1145,0,60,48499950700,+32.6813180,-095.4588026,75.09963244797
48499950800,Texas,Wood,4857,1192.53,0,1126,1139,71,182,48499950800,+32.6528513,-095.4802942,10.092396240094
48503950500,Texas,Young,2755,388.06,0,729,366,3,174,48503950500,+33.1082416,-098.5861772,2.788322852052
48503950600,Texas,Young,5582,1177.27,1,1418,1131,175,182,48503950600,+33.1002647,-098.5701446,3.355161514864
48505950301,Texas,Zapata,4384,1813.66,0,1676,289,61,516,48505950301,+26.9176039,-099.2668052,1.102315032368
48505950302,Texas,Zapata,4024,323.56,0,1205,616,153,362,48505950302,+26.8862954,-099.2804946,11.705260896898
48507950100,Texas,Zavala,1232,921.37,1,380,125,55,164,48507950100,+28.9571943,-099.6124226,430.19875768275
48507950302,Texas,Zavala,6311,299.86,1,1964,855,310,616,48507950302,+28.6660091,-099.8211796,7.51825729491
